epoch,accuracy,loss,val_accuracy,val_loss
0,0.6646901369094849,1.2388356924057007,0.8746333122253418,0.45245057344436646
1,0.9375478029251099,0.20534038543701172,0.9252646565437317,0.2715103030204773
2,0.9633703231811523,0.11894973367452621,0.9389108419418335,0.22802500426769257
3,0.9751338958740234,0.08215130865573883,0.9310036897659302,0.27487531304359436
4,0.9794057607650757,0.062486376613378525,0.9526845812797546,0.19119587540626526
5,0.9845064878463745,0.051430780440568924,0.9479658007621765,0.2257915586233139
6,0.9836138486862183,0.05084607005119324,0.958168625831604,0.1627667397260666
7,0.9869293570518494,0.042189933359622955,0.9525570869445801,0.20480985939502716
8,0.987280011177063,0.039351511746644974,0.9526845812797546,0.17744854092597961
9,0.9894159436225891,0.032784655690193176,0.9617395997047424,0.16432924568653107
10,0.9906274080276489,0.02998395450413227,0.9640352129936218,0.15783990919589996
11,0.9906274080276489,0.031497567892074585,0.9595714807510376,0.20012645423412323
12,0.9923489093780518,0.024472681805491447,0.9650554656982422,0.13669171929359436
13,0.9925082921981812,0.024630535393953323,0.9617395997047424,0.17377829551696777
14,0.9903404712677002,0.02906852215528488,0.9572758674621582,0.18910841643810272
15,0.9926995635032654,0.02492007240653038,0.9639076590538025,0.15392425656318665
16,0.9925720691680908,0.02232401818037033,0.9660757780075073,0.1522362381219864
17,0.9929546117782593,0.022360142320394516,0.9658206701278687,0.13035736978054047
18,0.9943572878837585,0.01866699941456318,0.968498945236206,0.13531573116779327
19,0.9945167303085327,0.017865359783172607,0.9696467518806458,0.15637749433517456
